AID: 647314	Substance BioActivity: 8 Active, 1 Activity <= 1 µM, 8 Tested
AID: 647315	Substance BioActivity: 8 Active, 1 Activity <= 1 µM, 8 Tested
AID: 647316	Substance BioActivity: 8 Tested
AID: 647317	Substance BioActivity: 8 Tested
AID: 647318	Substance BioActivity: 8 Tested
AID: 647319	Substance BioActivity: 8 Tested
AID: 647320	Substance BioActivity: 5 Active, 8 Tested
AID: 663109	Substance BioActivity: 8 Active, 8 Activity <= 1 µM, 8 Tested
AID: 703755	Substance BioActivity: 8 Tested
AID: 703757	Substance BioActivity: 8 Tested
AID: 703758	Substance BioActivity: 8 Tested
AID: 1055316	Substance BioActivity: 1 Active, 8 Tested
