PUBCHEM_SID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE
160721794,Inactive,0
160721795,Active,100
160721796,Inactive,0
160721797,Inactive,0
160721798,Inactive,0
160721799,Inactive,0
160721800,Inactive,0
160721801,Inactive,0
160721802,Inactive,0
160721803,Inactive,0
160721804,Inactive,0
160721805,Inactive,0
160721806,Inactive,0
160721807,Inactive,0
160721808,Inactive,0
160721809,Inactive,0
160721810,Inactive,0
160721811,Inactive,0
160721812,Inactive,0
160721813,Active,100
160721814,Active,100
160721815,Inactive,0
160721816,Inactive,0
160721817,Inactive,0
160721818,Inactive,0
160721819,Inactive,0
160721820,Inactive,0
160721821,Inactive,0
160721822,Inactive,0
160721823,Inactive,0
160721824,Inactive,0
160721825,Active,100
160721826,Inactive,0
160721827,Inactive,0
160721828,Inactive,0
160721829,Inactive,0
160721830,Inactive,0
160721831,Inactive,0
160721832,Inactive,0
160721833,Inactive,0
160721834,Inactive,0
160721835,Inactive,0
160721836,Inactive,0
160721837,Inactive,0
160721838,Inactive,0
160721839,Inactive,0
160721840,Inactive,0
160721841,Inactive,0
160721842,Inactive,0
160721843,Inactive,0
160721844,Inactive,0
160721845,Inactive,0
160721846,Inactive,0
160721847,Inactive,0
160721848,Inactive,0
160721849,Inactive,0
160721850,Active,100
160721851,Inactive,0
160721852,Inactive,0
160721853,Inactive,0
160721854,Inactive,0
160721855,Inactive,0
160721856,Inactive,0
160721857,Active,100
160721858,Inactive,0
160721859,Inactive,0
160721860,Inactive,0
160721861,Active,100
160721862,Inactive,0
160721863,Active,100
160721864,Active,100
160721865,Active,100
160721866,Inactive,0
160721867,Active,100
160721868,Inactive,0
160721869,Inactive,0
160721870,Inactive,0
160721871,Inactive,0
160721872,Active,100
160721873,Active,100
160721874,Inactive,0
160721875,Inactive,0
160721876,Inactive,0
160721877,Inactive,0
160721878,Inactive,0
160721879,Inactive,0
160721880,Inactive,0
160721881,Inactive,0
160721882,Inactive,0
160721883,Inactive,0
160721884,Inactive,0
160721885,Inactive,0
160721886,Inactive,0
160721887,Inactive,0
160721888,Inactive,0
160721889,Inactive,0
160721890,Inactive,0
160721891,Inactive,0
160721892,Inactive,0
160721893,Inactive,0
160721894,Inactive,0
160721895,Inactive,0
160721896,Inactive,0
160721897,Active,100
160721898,Inactive,0
160721899,Inactive,0
160721900,Inactive,0
160721901,Inactive,0
160721902,Inactive,0
160721903,Inactive,0
160721904,Active,100
160721905,Inactive,0
160721906,Inactive,0
160721907,Active,100
160721908,Inactive,0
160721909,Inactive,0
160721910,Inactive,0
160721911,Inactive,0
160721912,Inactive,0
160721913,Inactive,0
160721914,Inactive,0
160721915,Inactive,0
160721916,Active,100
160721917,Inactive,0
160721918,Inactive,0
160721919,Inactive,0
160721920,Inactive,0
160721921,Inactive,0
160721922,Inactive,0
160721923,Inactive,0
160721924,Active,100
160721925,Inactive,0
160721926,Inactive,0
160721927,Inactive,0
160721928,Inactive,0
160721929,Inactive,0
160721930,Inactive,0
160721931,Inactive,0
160721932,Inactive,0
160721933,Inactive,0
160721934,Inactive,0
160721935,Inactive,0
160721936,Inactive,0
160721937,Inactive,0
160721938,Inactive,0
160721939,Inactive,0
160721940,Inactive,0
160721941,Inactive,0
160721942,Inactive,0
160721943,Inactive,0
160721944,Inactive,0
160721945,Inactive,0
160721946,Inactive,0
160721947,Inactive,0
160721948,Inactive,0
160721949,Inactive,0
160721950,Inactive,0
160721951,Inactive,0
160721952,Inactive,0
160721953,Inactive,0
160721954,Inactive,0
160721955,Inactive,0
160721956,Inactive,0
160721957,Inactive,0
160721958,Active,100
160721959,Inactive,0
160721960,Inactive,0
160721961,Inactive,0
160721962,Inactive,0
160721963,Inactive,0
160721964,Inactive,0
160721965,Active,100
160721966,Inactive,0
160721967,Active,100
160721968,Inactive,0
160721969,Inactive,0
160721970,Inactive,0
160721971,Inactive,0
160721972,Inactive,0
160721973,Inactive,0
160721974,Inactive,0
160721975,Inactive,0
160721976,Inactive,0
160721977,Inactive,0
160721978,Inactive,0
160721979,Inactive,0
160721980,Inactive,0
160721981,Inactive,0
160721982,Inactive,0
160721983,Inactive,0
160721984,Inactive,0
160721985,Inactive,0
160721986,Inactive,0
160721987,Inactive,0
160721988,Active,100
160721989,Inactive,0
160721990,Inactive,0
160721991,Inactive,0
160721992,Inactive,0
160721993,Inactive,0
160721994,Active,100
160721995,Inactive,0
160721996,Inactive,0
160721997,Inactive,0
160721998,Inactive,0
160721999,Active,100
160722000,Active,100
160722001,Inactive,0
160722002,Inactive,0
160722003,Inactive,0
160722004,Inactive,0
160722005,Inactive,0
160722006,Inactive,0
160722007,Active,100
160722008,Inactive,0
160722009,Inactive,0
160722010,Inactive,0
160722011,Inactive,0
160722012,Inactive,0
160722013,Inactive,0
160722014,Inactive,0
160722015,Inactive,0
160722016,Inactive,0
160722017,Inactive,0
160722018,Inactive,0
160722019,Inactive,0
160722020,Inactive,0
160722021,Inactive,0
160722022,Inactive,0
160722023,Inactive,0
160722024,Inactive,0
160722025,Inactive,0
160722026,Inactive,0
160722027,Inactive,0
160722028,Active,100
160722029,Inactive,0
160722030,Inactive,0
160722031,Active,100
160722032,Inactive,0
160722033,Inactive,0
160722034,Inactive,0
160722035,Inactive,0
160722036,Inactive,0
160722037,Inactive,0
160722038,Inactive,0
160722039,Inactive,0
160722040,Inactive,0
160722041,Inactive,0
160722042,Inactive,0
160722043,Inactive,0
160722044,Inactive,0
160722045,Inactive,0
160722046,Inactive,0
160722047,Inactive,0
160722048,Active,100
160722049,Inactive,0
160722050,Inactive,0
160722051,Inactive,0
160722052,Inactive,0
160722053,Inactive,0
160722054,Inactive,0
160722055,Inactive,0
160722056,Inactive,0
160722057,Inactive,0
160722058,Inactive,0
160722059,Inactive,0
160722060,Active,100
160722061,Inactive,0
160722062,Inactive,0
160722063,Inactive,0
160722064,Inactive,0
160722065,Inactive,0
160722066,Inactive,0
160722067,Inactive,0
160722068,Inactive,0
160722069,Inactive,0
160722070,Inactive,0
160722071,Inactive,0
160722072,Inactive,0
160722073,Inactive,0
160722074,Inactive,0
160722075,Inactive,0
160722076,Inactive,0
160722077,Inactive,0
160722078,Active,100
160722079,Inactive,0
160722080,Inactive,0
160722081,Inactive,0
160722082,Inactive,0
160722083,Inactive,0
160722084,Inactive,0
160722085,Inactive,0
160722086,Inactive,0
160722087,Inactive,0
160722088,Inactive,0
160722089,Inactive,0
160722090,Inactive,0
160722091,Inactive,0
160722092,Active,100
160722093,Inactive,0
160722094,Active,100
160722095,Active,100
160722096,Inactive,0
160722097,Active,100
160722098,Inactive,0
160722099,Inactive,0
160722100,Active,100
160722101,Active,100
160722102,Inactive,0
160722103,Active,100
160722104,Inactive,0
160722105,Inactive,0
160722106,Inactive,0
160722107,Inactive,0
160722108,Inactive,0
160722109,Inactive,0
160722110,Inactive,0
160722111,Inactive,0
160722112,Inactive,0
160722113,Inactive,0
160722114,Active,100
160722115,Inactive,0
160722116,Inactive,0
160722117,Inactive,0
160722118,Inactive,0
160722119,Inactive,0
160722120,Active,100
160722121,Inactive,0
160722122,Inactive,0
160722123,Inactive,0
160722124,Inactive,0
160722125,Inactive,0
160722126,Inactive,0
160722127,Inactive,0
160722128,Inactive,0
160722129,Active,100
160722130,Inactive,0
160722131,Inactive,0
160722132,Inactive,0
160722133,Inactive,0
160722134,Inactive,0
160722135,Inactive,0
160722136,Inactive,0
160722137,Active,100
160722138,Inactive,0
160722139,Active,100
160722140,Inactive,0
160722141,Inactive,0
160722142,Inactive,0
160722143,Inactive,0
160722144,Inactive,0
160722145,Inactive,0
160722146,Inactive,0
160722147,Active,100
160722148,Inactive,0
160722149,Inactive,0
160722150,Active,100
160722151,Inactive,0
160722152,Active,100
160722153,Inactive,0
160722154,Inactive,0
160722155,Inactive,0
160722156,Inactive,0
160722157,Inactive,0
160722158,Inactive,0
160722159,Inactive,0
160722160,Inactive,0
160722161,Inactive,0
160722162,Inactive,0
160722163,Inactive,0
160722164,Inactive,0
160722165,Active,100
160722166,Inactive,0
160722167,Inactive,0
160722168,Inactive,0
160722169,Inactive,0
160722170,Active,100
160722171,Active,100
160722172,Inactive,0
160722173,Inactive,0
160722174,Inactive,0
160722175,Inactive,0
160722176,Inactive,0
160722177,Inactive,0
160722178,Inactive,0
160722179,Inactive,0
160722180,Active,100
160722181,Inactive,0
160722182,Inactive,0
160722183,Active,100
160722184,Inactive,0
160722185,Inactive,0
160722186,Inactive,0
160722187,Inactive,0
160722188,Inactive,0
160722189,Inactive,0
160722190,Inactive,0
160722191,Inactive,0
160722192,Inactive,0
160722193,Inactive,0
160722194,Inactive,0
160722195,Inactive,0
160722196,Inactive,0
160722197,Active,100
160722198,Inactive,0
160722199,Inactive,0
160722200,Active,100
160722201,Inactive,0
160722202,Inactive,0
160722203,Inactive,0
160722204,Inactive,0
160722205,Inactive,0
160722206,Inactive,0
160722207,Inactive,0
160722208,Inactive,0
160722209,Inactive,0
160722210,Inactive,0
160722211,Active,100
160722212,Active,100
160722213,Inactive,0
160722214,Inactive,0
160722215,Active,100
160722216,Inactive,0
160722217,Inactive,0
160722218,Active,100
160722219,Inactive,0
160722220,Active,100
160722221,Inactive,0
160722222,Inactive,0
160722223,Inactive,0
160722224,Inactive,0
160722225,Inactive,0
160722226,Inactive,0
160722227,Inactive,0
160722228,Inactive,0
160722229,Inactive,0
160722230,Active,100
160722231,Inactive,0
160722232,Inactive,0
160722233,Inactive,0
160722234,Inactive,0
160722235,Active,100
160722236,Inactive,0
160722237,Inactive,0
160722238,Active,100
160722239,Inactive,0
160722240,Inactive,0
160722241,Inactive,0
160722242,Inactive,0
160722243,Active,100
160722244,Inactive,0
160722245,Inactive,0
160722246,Inactive,0
160722247,Inactive,0
160722248,Inactive,0
160722249,Inactive,0
160722250,Inactive,0
160722251,Inactive,0
160722252,Inactive,0
160722253,Inactive,0
160722254,Inactive,0
160722255,Inactive,0
160722256,Inactive,0
160722257,Inactive,0
160722258,Inactive,0
160722259,Inactive,0
160722260,Inactive,0
160722261,Inactive,0
160722262,Inactive,0
160722263,Inactive,0
160722264,Inactive,0
160722265,Inactive,0
160722266,Inactive,0
160722267,Inactive,0
160722268,Inactive,0
160722269,Inactive,0
160722270,Inactive,0
160722271,Inactive,0
160722272,Inactive,0
160722273,Inactive,0
160722274,Inactive,0
160722275,Active,100
160722276,Inactive,0
160722277,Inactive,0
160722278,Inactive,0
160722279,Inactive,0
160722280,Inactive,0
160722281,Inactive,0
160722282,Inactive,0
160722283,Inactive,0
160722284,Inactive,0
160722285,Inactive,0
160722286,Inactive,0
160722287,Inactive,0
160722288,Inactive,0
160722289,Inactive,0
160722290,Inactive,0
160722291,Inactive,0
160722292,Inactive,0
160722293,Inactive,0
160722294,Inactive,0
160722295,Inactive,0
160722296,Inactive,0
160722297,Inactive,0
160722298,Inactive,0
160722299,Inactive,0
160722300,Inactive,0
160722301,Inactive,0
160722302,Active,100
160722303,Inactive,0
160722304,Inactive,0
160722305,Inactive,0
160722306,Inactive,0
160722307,Active,100
160722308,Inactive,0
160722309,Inactive,0
160722310,Inactive,0
160722311,Inactive,0
160722312,Active,100
160722313,Inactive,0
160722314,Inactive,0
160722315,Inactive,0
160722316,Inactive,0
160722317,Active,100
160722318,Inactive,0
160722319,Inactive,0
160722320,Inactive,0
160722321,Inactive,0
160722322,Inactive,0
160722323,Inactive,0
160722324,Inactive,0
160722325,Inactive,0
160722326,Inactive,0
160722327,Inactive,0
160722328,Inactive,0
160722329,Inactive,0
160722330,Inactive,0
160722331,Inactive,0
160722332,Inactive,0
160722333,Inactive,0
160722334,Inactive,0
160722335,Inactive,0
160722336,Inactive,0
160722337,Inactive,0
160722338,Inactive,0
160722339,Inactive,0
160722340,Inactive,0
160722341,Inactive,0
160722342,Inactive,0
160722343,Inactive,0
160722344,Inactive,0
160722345,Inactive,0
160722346,Active,100
160722347,Inactive,0
160722348,Active,100
160722349,Inactive,0
160722350,Inactive,0
160722351,Inactive,0
160722352,Inactive,0
160722353,Inactive,0
160722354,Inactive,0
160722355,Inactive,0
160722356,Active,100
160722357,Inactive,0
160722358,Inactive,0
160722359,Inactive,0
160722360,Inactive,0
160722361,Inactive,0
160722362,Active,100
160722363,Active,100
160722364,Inactive,0
160722365,Active,100
160722366,Inactive,0
160722367,Inactive,0
160722368,Inactive,0
160722369,Inactive,0
160722370,Inactive,0
160722371,Inactive,0
160722372,Inactive,0
160722373,Inactive,0
160722374,Inactive,0
160722375,Inactive,0
160722376,Inactive,0
160722377,Inactive,0
160722378,Inactive,0
160722379,Inactive,0
160722380,Inactive,0
160722381,Inactive,0
160722382,Inactive,0
160722383,Inactive,0
160722384,Active,100
160722385,Inactive,0
160722386,Inactive,0
160722387,Inactive,0
160722388,Inactive,0
160722389,Inactive,0
160722390,Inactive,0
160722391,Inactive,0
160722392,Inactive,0
160722393,Inactive,0
160722394,Inactive,0
160722395,Inactive,0
160722396,Inactive,0
160722397,Inactive,0
160722398,Inactive,0
160722399,Inactive,0
160722400,Inactive,0
160722401,Inactive,0
160722402,Active,100
160722403,Inactive,0
160722404,Inactive,0
160722405,Inactive,0
160722406,Inactive,0
160722407,Inactive,0
160722408,Inactive,0
160722409,Inactive,0
160722410,Active,100
160722411,Inactive,0
160722412,Inactive,0
160722413,Inactive,0
160722414,Inactive,0
160722415,Inactive,0
160722416,Active,100
160722417,Inactive,0
160722418,Inactive,0
160722419,Active,100
160722420,Inactive,0
160722421,Inactive,0
160722422,Active,100
160722423,Inactive,0
160722424,Inactive,0
160722425,Inactive,0
160722426,Inactive,0
160722427,Active,100
160722428,Inactive,0
160722429,Active,100
160722430,Inactive,0
160722431,Inactive,0
160722432,Active,100
160722433,Inactive,0
160722434,Inactive,0
160722435,Inactive,0
160722436,Inactive,0
160722437,Inactive,0
160722438,Inactive,0
160722439,Active,100
160722440,Inactive,0
160722441,Inactive,0
160722442,Active,100
160722443,Inactive,0
160722444,Inactive,0
160722445,Inactive,0
160722446,Inactive,0
160722447,Inactive,0
160722448,Inactive,0
160722449,Inactive,0
160722450,Inactive,0
160722451,Inactive,0
160722452,Inactive,0
160722453,Inactive,0
160722454,Inactive,0
160722455,Inactive,0
160722456,Inactive,0
160722457,Inactive,0
160722458,Inactive,0
160722459,Inactive,0
160722460,Active,100
160722461,Inactive,0
160722462,Inactive,0
160722463,Inactive,0
160722464,Inactive,0
160722465,Inactive,0
160722466,Inactive,0
160722467,Inactive,0
160722468,Inactive,0
160722469,Inactive,0
160722470,Inactive,0
160722471,Active,100
160722472,Inactive,0
160722473,Inactive,0
160722474,Inactive,0
160722475,Inactive,0
160722476,Inactive,0
160722477,Inactive,0
160722478,Inactive,0
160722479,Inactive,0
160722480,Inactive,0
160722481,Inactive,0
160722482,Inactive,0
160722483,Active,100
160722484,Inactive,0
160722485,Inactive,0
160722486,Inactive,0
160722487,Inactive,0
160722488,Active,100
160722489,Active,100
160722490,Active,100
160722491,Inactive,0
160722492,Inactive,0
160722493,Active,100
160722494,Inactive,0
160722495,Active,100
160722496,Inactive,0
160722497,Inactive,0
160722498,Inactive,0
160722499,Inactive,0
160722500,Inactive,0
160722501,Inactive,0
160722502,Inactive,0
160722503,Inactive,0
160722504,Active,100
160722505,Inactive,0
160722506,Inactive,0
160722507,Inactive,0
160722508,Inactive,0
160722509,Inactive,0
160722510,Inactive,0
160722511,Active,100
160722512,Active,100
160722513,Inactive,0
160722514,Inactive,0
160722515,Inactive,0
160722516,Inactive,0
160722517,Inactive,0
160722518,Inactive,0
160722519,Inactive,0
160722520,Inactive,0
160722521,Inactive,0
160722522,Inactive,0
160722523,Inactive,0
160722524,Inactive,0
160722525,Inactive,0
160722526,Inactive,0
160722527,Inactive,0
160722528,Active,100
160722529,Inactive,0
160722530,Inactive,0
160722531,Inactive,0
160722532,Inactive,0
160722533,Inactive,0
160722534,Inactive,0
160722535,Active,100
160722536,Active,100
160722537,Inactive,0
160722538,Inactive,0
160722539,Active,100
160722540,Inactive,0
160722541,Inactive,0
160722542,Inactive,0
160722543,Active,100
160722544,Inactive,0
160722545,Inactive,0
160722546,Inactive,0
160722547,Inactive,0
160722548,Inactive,0
160722549,Inactive,0
160722550,Inactive,0
160722551,Inactive,0
160722552,Inactive,0
160722553,Inactive,0
160722554,Inactive,0
160722555,Inactive,0
160722556,Inactive,0
160722557,Inactive,0
160722558,Inactive,0
160722559,Active,100
160722560,Active,100
160722561,Inactive,0
160722562,Active,100
160722563,Inactive,0
160722564,Inactive,0
160722565,Inactive,0
160722566,Inactive,0
160722567,Inactive,0
160722568,Inactive,0
160722569,Inactive,0
160722570,Active,100
160722571,Inactive,0
160722572,Inactive,0
160722573,Inactive,0
160722574,Active,100
160722575,Inactive,0
160722576,Inactive,0
160722577,Inactive,0
160722578,Inactive,0
160722579,Inactive,0
160722580,Inactive,0
160722581,Inactive,0
160722582,Active,100
160722583,Inactive,0
160722584,Inactive,0
160722585,Inactive,0
160722586,Inactive,0
160722587,Active,100
160722588,Inactive,0
160722589,Inactive,0
160722590,Inactive,0
160722591,Inactive,0
160722592,Inactive,0
160722593,Inactive,0
160722594,Inactive,0
160722595,Inactive,0
160722596,Inactive,0
160722597,Inactive,0
160722598,Inactive,0
160722599,Inactive,0
160722600,Inactive,0
160722601,Inactive,0
160722602,Inactive,0
160722603,Inactive,0
160722604,Inactive,0
160722605,Inactive,0
160722606,Inactive,0
160722607,Inactive,0
160722608,Inactive,0
160722609,Inactive,0
160722610,Inactive,0
160722611,Inactive,0
160722612,Inactive,0
160722613,Inactive,0
160722614,Inactive,0
160722615,Inactive,0
160722616,Inactive,0
160722617,Active,100
160722618,Inactive,0
160722619,Inactive,0
160722620,Active,100
160722621,Active,100
160722622,Inactive,0
160722623,Inactive,0
160722624,Inactive,0
160722625,Active,100
160722626,Inactive,0
160722627,Inactive,0
160722628,Inactive,0
160722629,Inactive,0
160722630,Inactive,0
160722631,Inactive,0
160722632,Inactive,0
160722633,Inactive,0
160722634,Inactive,0
160722635,Inactive,0
160722636,Inactive,0
160722637,Inactive,0
160722638,Inactive,0
160722639,Inactive,0
160722640,Inactive,0
160722641,Inactive,0
160722642,Inactive,0
160722643,Inactive,0
160722644,Active,100
160722645,Inactive,0
160722646,Inactive,0
160722647,Inactive,0
160722648,Inactive,0
160722649,Inactive,0
160722650,Inactive,0
160722651,Inactive,0
160722652,Active,100
160722653,Inactive,0
160722654,Inactive,0
160722655,Inactive,0
160722656,Inactive,0
160722657,Active,100
160722658,Inactive,0
160722659,Active,100
160722660,Inactive,0
160722661,Inactive,0
160722662,Active,100
160722663,Inactive,0
160722664,Inactive,0
160722665,Inactive,0
160722666,Inactive,0
160722667,Inactive,0
160722668,Inactive,0
160722669,Inactive,0
160722670,Inactive,0
160722671,Inactive,0
160722672,Inactive,0
160722673,Active,100
160722674,Inactive,0
160722675,Active,100
160722676,Inactive,0
160722677,Inactive,0
160722678,Inactive,0
160722679,Inactive,0
160722680,Inactive,0
160722681,Active,100
160722682,Inactive,0
160722683,Inactive,0
160722684,Inactive,0
160722685,Inactive,0
160722686,Inactive,0
160722687,Inactive,0
160722688,Inactive,0
160722689,Active,100
160722690,Inactive,0
160722691,Inactive,0
160722692,Inactive,0
160722693,Inactive,0
160722694,Inactive,0
160722695,Inactive,0
160722696,Inactive,0
160722697,Inactive,0
160722698,Inactive,0
160722699,Inactive,0
160722700,Inactive,0
160722701,Inactive,0
160722702,Inactive,0
160722703,Inactive,0
160722704,Inactive,0
160722705,Inactive,0
160722706,Inactive,0
160722707,Inactive,0
160722708,Inactive,0
160722709,Inactive,0
160722710,Inactive,0
160722711,Inactive,0
160722712,Inactive,0
160722713,Inactive,0
160722714,Inactive,0
160722715,Inactive,0
160722716,Inactive,0
160722717,Active,100
160722718,Inactive,0
160722719,Inactive,0
160722720,Inactive,0
160722721,Inactive,0
160722722,Inactive,0
160722723,Inactive,0
160722724,Inactive,0
160722725,Inactive,0
160722726,Inactive,0
160722727,Inactive,0
160722728,Inactive,0
160722729,Inactive,0
160722730,Inactive,0
160722731,Inactive,0
160722732,Inactive,0
160722733,Inactive,0
160722734,Active,100
160722735,Inactive,0
160722736,Inactive,0
160722737,Inactive,0
160722738,Inactive,0
160722739,Inactive,0
160722740,Inactive,0
160722741,Inactive,0
160722742,Inactive,0
160722743,Active,100
160722744,Active,100
160722745,Inactive,0
160722746,Inactive,0
160722747,Inactive,0
160722748,Active,100
160722749,Inactive,0
160722750,Inactive,0
160722751,Inactive,0
160722752,Inactive,0
160722753,Inactive,0
160722754,Inactive,0
160722755,Inactive,0
160722756,Active,100
160722757,Inactive,0
160722758,Inactive,0
160722759,Inactive,0
160722760,Inactive,0
160722761,Inactive,0
160722762,Inactive,0
160722763,Inactive,0
160722764,Inactive,0
160722765,Inactive,0
160722766,Active,100
160722767,Active,100
160722768,Inactive,0
160722769,Inactive,0
160722770,Inactive,0
160722771,Active,100
160722772,Inactive,0
160722773,Inactive,0
160722774,Inactive,0
160722775,Inactive,0
160722776,Inactive,0
160722777,Inactive,0
160722778,Active,100
160722779,Inactive,0
160722780,Inactive,0
160722781,Inactive,0
160722782,Inactive,0
160722783,Inactive,0
160722784,Inactive,0
160722785,Inactive,0
160722786,Inactive,0
160722787,Active,100
160722788,Inactive,0
160722789,Inactive,0
160722790,Active,100
160722791,Active,100
160722792,Inactive,0
160722793,Inactive,0
160722794,Inactive,0
160722795,Inactive,0
160722796,Inactive,0
160722797,Inactive,0
160722798,Inactive,0
160722799,Inactive,0
160722800,Inactive,0
160722801,Inactive,0
160722802,Inactive,0
160722803,Inactive,0
160722804,Active,100
160722805,Inactive,0
160722806,Active,100
160722807,Inactive,0
160722808,Inactive,0
160722809,Inactive,0
160722810,Inactive,0
160722811,Inactive,0
160722812,Inactive,0
160722813,Inactive,0
160722814,Inactive,0
160722815,Inactive,0
160722816,Inactive,0
160722817,Inactive,0
160722818,Active,100
160722819,Inactive,0
160722820,Inactive,0
160722821,Inactive,0
160722822,Active,100
160722823,Inactive,0
160722824,Inactive,0
160722825,Inactive,0
160722826,Inactive,0
160722827,Inactive,0
160722828,Inactive,0
160722829,Active,100
160722830,Inactive,0
160722831,Inactive,0
160722832,Inactive,0
160722833,Inactive,0
160722834,Inactive,0
160722835,Active,100
160722836,Inactive,0
160722837,Inactive,0
160722838,Inactive,0
160722839,Inactive,0
160722840,Inactive,0
160722841,Inactive,0
160722842,Inactive,0
160722843,Inactive,0
160722844,Inactive,0
160722845,Inactive,0
160722846,Inactive,0
160722847,Inactive,0
160722848,Inactive,0
160722849,Inactive,0
160722850,Inactive,0
160722851,Inactive,0
160722852,Inactive,0
160722853,Inactive,0
160722854,Inactive,0
160722855,Inactive,0
160722856,Active,100
160722857,Inactive,0
160722858,Inactive,0
160722859,Inactive,0
160722860,Inactive,0
160722861,Inactive,0
160722862,Inactive,0
160722863,Inactive,0
160722864,Inactive,0
160722865,Inactive,0
160722866,Inactive,0
160722867,Inactive,0
160722868,Inactive,0
160722869,Inactive,0
160722870,Inactive,0
160722871,Inactive,0
160722872,Inactive,0
160722873,Inactive,0
160722874,Inactive,0
160722875,Active,100
160722876,Inactive,0
160722877,Inactive,0
160722878,Inactive,0
160722879,Active,100
160722880,Inactive,0
160722881,Inactive,0
160722882,Inactive,0
160722883,Inactive,0
160722884,Active,100
160722885,Active,100
160722886,Active,100
160722887,Active,100
160722888,Inactive,0
160722889,Inactive,0
160722890,Inactive,0
160722891,Inactive,0
160722892,Inactive,0
160722893,Inactive,0
160722894,Inactive,0
160722895,Inactive,0
160722896,Inactive,0
160722897,Inactive,0
160722898,Active,100
160722899,Inactive,0
160722900,Inactive,0
160722901,Inactive,0
160722902,Inactive,0
160722903,Inactive,0
160722904,Inactive,0
160722905,Inactive,0
160722906,Inactive,0
160722907,Inactive,0
160722908,Inactive,0
160722909,Inactive,0
160722910,Inactive,0
160722911,Inactive,0
160722912,Inactive,0
160722913,Inactive,0
160722914,Active,100
160722915,Inactive,0
160722916,Inactive,0
160722917,Inactive,0
160722918,Inactive,0
160722919,Inactive,0
160722920,Inactive,0
160722921,Active,100
160722922,Inactive,0
160722923,Inactive,0
160722924,Inactive,0
160722925,Inactive,0
160722926,Inactive,0
160722927,Inactive,0
160722928,Inactive,0
160722929,Inactive,0
160722930,Inactive,0
160722931,Inactive,0
160722932,Inactive,0
160722933,Inactive,0
160722934,Inactive,0
160722935,Inactive,0
160722936,Active,100
160722937,Inactive,0
160722938,Inactive,0
160722939,Active,100
160722940,Inactive,0
160722941,Inactive,0
160722942,Inactive,0
160722943,Inactive,0
160722944,Inactive,0
160722945,Inactive,0
160722946,Inactive,0
160722947,Inactive,0
160722948,Inactive,0
160722949,Inactive,0
160722950,Inactive,0
160722951,Inactive,0
160722952,Inactive,0
160722953,Inactive,0
160722954,Inactive,0
160722955,Inactive,0
160722956,Inactive,0
160722957,Inactive,0
160722958,Inactive,0
160722959,Inactive,0
160722960,Inactive,0
160722961,Inactive,0
160722962,Inactive,0
160722963,Active,100
160722964,Inactive,0
160722965,Inactive,0
160722966,Active,100
160722967,Inactive,0
160722968,Active,100
160722969,Inactive,0
160722970,Inactive,0
160722971,Inactive,0
160722972,Inactive,0
160722973,Inactive,0
160722974,Active,100
160722975,Active,100
160722976,Inactive,0
160722977,Inactive,0
160722978,Active,100
160722979,Inactive,0
160722980,Inactive,0
160722981,Inactive,0
160722982,Inactive,0
160722983,Inactive,0
160722984,Inactive,0
160722985,Inactive,0
160722986,Inactive,0
160722987,Inactive,0
160722988,Inactive,0
160722989,Inactive,0
160722990,Inactive,0
160722991,Inactive,0
160722992,Inactive,0
160722993,Inactive,0
160722994,Inactive,0
160722995,Inactive,0
160722996,Inactive,0
160722997,Inactive,0
160722998,Inactive,0
160722999,Inactive,0
160723000,Inactive,0
160723001,Inactive,0
160723002,Active,100
160723003,Inactive,0
160723004,Inactive,0
160723005,Inactive,0
160723006,Inactive,0
160723007,Inactive,0
160723008,Active,100
160723009,Inactive,0
160723010,Inactive,0
160723011,Inactive,0
160723012,Inactive,0
160723013,Inactive,0
160723014,Inactive,0
160723015,Inactive,0
160723016,Inactive,0
160723017,Inactive,0
160723018,Inactive,0
160723019,Inactive,0
160723020,Inactive,0
160723021,Active,100
160723022,Inactive,0
160723023,Inactive,0
160723024,Inactive,0
160723025,Inactive,0
160723026,Inactive,0
160723027,Inactive,0
160723028,Inactive,0
160723029,Inactive,0
160723030,Inactive,0
160723031,Inactive,0
160723032,Inactive,0
160723033,Inactive,0
160723034,Inactive,0
160723035,Inactive,0
160723036,Inactive,0
160723037,Inactive,0
160723038,Inactive,0
160723039,Inactive,0
160723040,Inactive,0
160723041,Inactive,0
160723042,Inactive,0
160723043,Inactive,0
160723044,Inactive,0
160723045,Inactive,0
160723046,Inactive,0
160723047,Inactive,0
160723048,Active,100
160723049,Active,100
160723050,Active,100
160723051,Active,100
160723052,Inactive,0
160723053,Active,100
160723054,Inactive,0
160723055,Inactive,0
160723056,Inactive,0
160723057,Inactive,0
160723058,Inactive,0
160723059,Inactive,0
160723060,Inactive,0
160723061,Inactive,0
160723062,Active,100
160723063,Inactive,0
160723064,Active,100
160723065,Inactive,0
160723066,Inactive,0
160723067,Inactive,0
160723068,Inactive,0
160723069,Inactive,0
160723070,Inactive,0
160723071,Inactive,0
160723072,Inactive,0
160723073,Active,100
160723074,Inactive,0
160723075,Inactive,0
160723076,Inactive,0
160723077,Inactive,0
160723078,Inactive,0
160723079,Active,100
160723080,Inactive,0
160723081,Inactive,0
160723082,Inactive,0
160723083,Inactive,0
160723084,Inactive,0
160723085,Inactive,0
160723086,Inactive,0
160723087,Inactive,0
160723088,Inactive,0
160723089,Inactive,0
160723090,Inactive,0
160723091,Inactive,0
